focus_id,focus_name,source_file,reading_order,series,issue_number,display_name,role,priority,collecting_status,ownership_status,owned_in_sheet_count,matched_collection_rows,owned_original_issue_count,owned_facsimile_count,ordered_not_arrived_count,readable_copy_count,still_want_original,source_url,notes
contagion,Batman: Contagion,story_arc_checklists.csv,011,Robin (Vol. 2),28,Robin (Vol. 2) #28,core,required,collect,owned_in_sheet,1,Batman row 630: Robin (Vol. 2) #028,0,0,0,0,Review,https://en.wikipedia.org/wiki/Publication_history_of_DC_Comics_crossover_events,Core crossover checklist.
contagion,Batman: Contagion,story_arc_checklists.csv,012,Batman: Shadow of the Bat,49,Batman: Shadow of the Bat #49,core,required,collect,missing,0,,0,0,0,0,Yes,https://en.wikipedia.org/wiki/Publication_history_of_DC_Comics_crossover_events,Core crossover checklist.
contagion,Batman: Contagion,story_arc_checklists.csv,020,Batman,530,Batman #530,expanded,optional,review,owned_in_sheet,1,Batman row 295: Batman #530,0,0,0,0,Review,https://en.wikipedia.org/wiki/Batman%3A_Contagion,Listed in broader Contagion title range; review whether you want this as part of the expanded reading set.
contagion,Batman: Contagion,story_arc_checklists.csv,021,Batman,531,Batman #531,expanded,optional,review,owned_in_sheet,1,Batman row 296: Batman #531,0,0,0,0,Review,https://en.wikipedia.org/wiki/Batman%3A_Contagion,Listed in broader Contagion title range; review whether you want this as part of the expanded reading set.
contagion,Batman: Contagion,story_arc_checklists.csv,022,Batman,532,Batman #532,expanded,optional,review,owned_in_sheet,1,Batman row 297: Batman #532,0,0,0,0,Review,https://en.wikipedia.org/wiki/Batman%3A_Contagion,Listed in broader Contagion title range; review whether you want this as part of the expanded reading set.
contagion,Batman: Contagion,story_arc_checklists.csv,023,Catwoman (Vol. 2),33,Catwoman (Vol. 2) #33,expanded,optional,review,owned_in_sheet,1,Batman row 150: Catwoman (Vol.2) #33,0,0,0,0,Review,https://en.wikipedia.org/wiki/List_of_Batman_comics,Included in some collected-edition listings; also overlaps Legacy prelude material.
contagion,Batman: Contagion,story_arc_checklists.csv,024,Catwoman (Vol. 2),34,Catwoman (Vol. 2) #34,expanded,optional,review,owned_in_sheet,1,Batman row 151: Catwoman (Vol.2) #34,0,0,0,0,Review,https://en.wikipedia.org/wiki/List_of_Batman_comics,Included in some collected-edition listings; also overlaps Legacy prelude material.
contagion,Batman: Contagion,story_arc_checklists.csv,025,Catwoman (Vol. 2),35,Catwoman (Vol. 2) #35,expanded,optional,review,owned_in_sheet,1,Batman row 152: Catwoman (Vol.2) #35,0,0,0,0,Review,https://en.wikipedia.org/wiki/List_of_Batman_comics,Included in some collected-edition listings; also overlaps Legacy prelude material.
contagion,Batman: Contagion,story_arc_checklists.csv,026,Robin (Vol. 2),29,Robin (Vol. 2) #29,expanded,optional,review,missing,0,,0,0,0,0,Yes,https://en.wikipedia.org/wiki/List_of_Batman_comics,Included in some collected-edition listings; review placement.
contagion,Batman: Contagion,story_arc_checklists.csv,027,Robin (Vol. 2),30,Robin (Vol. 2) #30,expanded,optional,review,missing,0,,0,0,0,0,Yes,https://en.wikipedia.org/wiki/List_of_Batman_comics,Included in some collected-edition listings; review placement.
