arc_id,arc_name,reading_order,series,issue_number,role,priority,collecting_status,ownership_status,owned_copy_count,matched_collection_rows,matched_formats,matched_notes,edition_review,source_url,notes
long_halloween_family,Long Halloween Family,018,Batman: The Long Halloween,9,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,019,Batman: The Long Halloween,10,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,020,Batman: The Long Halloween,11,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,021,Batman: The Long Halloween,12,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,022,Batman: The Long Halloween,13,core,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,Main 13-issue series.
long_halloween_family,Long Halloween Family,030,Batman: Dark Victory,0,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,031,Batman: Dark Victory,1,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,032,Batman: Dark Victory,2,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,033,Batman: Dark Victory,3,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,034,Batman: Dark Victory,4,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,035,Batman: Dark Victory,5,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,036,Batman: Dark Victory,6,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,037,Batman: Dark Victory,7,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,038,Batman: Dark Victory,8,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,039,Batman: Dark Victory,9,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,040,Batman: Dark Victory,10,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,041,Batman: Dark Victory,11,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,042,Batman: Dark Victory,12,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,043,Batman: Dark Victory,13,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Batman%3A_Dark_Victory,Sequel series.
long_halloween_family,Long Halloween Family,050,Catwoman: When In Rome,1,sequel,required,collect,owned,1,Batman row 512: Catwoman: When In Rome #01 (Yes),Facsimile/Reprint?,,confirm_format,https://en.wikipedia.org/wiki/List_of_Batman_comics,Long Halloween / Dark Victory companion sequel.
long_halloween_family,Long Halloween Family,051,Catwoman: When In Rome,2,sequel,required,collect,owned,1,Batman row 513: Catwoman: When In Rome #02 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/List_of_Batman_comics,Long Halloween / Dark Victory companion sequel.
long_halloween_family,Long Halloween Family,052,Catwoman: When In Rome,3,sequel,required,collect,owned,1,Batman row 514: Catwoman: When In Rome #03 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/List_of_Batman_comics,Long Halloween / Dark Victory companion sequel.
long_halloween_family,Long Halloween Family,053,Catwoman: When In Rome,4,sequel,required,collect,owned,1,Batman row 515: Catwoman: When In Rome #04 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/List_of_Batman_comics,Long Halloween / Dark Victory companion sequel.
long_halloween_family,Long Halloween Family,054,Catwoman: When In Rome,5,sequel,required,collect,owned,1,Batman row 516: Catwoman: When In Rome #05 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/List_of_Batman_comics,Long Halloween / Dark Victory companion sequel.
long_halloween_family,Long Halloween Family,055,Catwoman: When In Rome,6,sequel,required,collect,owned,1,Batman row 517: Catwoman: When In Rome #06 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/List_of_Batman_comics,Long Halloween / Dark Victory companion sequel.
long_halloween_family,Long Halloween Family,060,Batman: The Long Halloween Special,1,sequel,required,collect,missing,0,,,,,https://en.wikipedia.org/wiki/Jeph_Loeb,2021 special / Nightmares.
long_halloween_family,Long Halloween Family,070,Batman The Last Halloween,0,sequel,required,collect,owned,1,Batman row 1: Batman The Last Halloween #00 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,071,Batman The Last Halloween,1,sequel,required,collect,owned,1,Batman row 2: Batman The Last Halloween #01 (Yes),Facsimile/Reprint?,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,072,Batman The Last Halloween,2,sequel,required,collect,owned,1,Batman row 3: Batman The Last Halloween #02 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,073,Batman The Last Halloween,3,sequel,required,collect,owned,1,Batman row 4: Batman The Last Halloween #03 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,074,Batman The Last Halloween,4,sequel,required,collect,owned,1,Batman row 5: Batman The Last Halloween #04 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,075,Batman The Last Halloween,5,sequel,required,collect,owned,1,Batman row 6: Batman The Last Halloween #05 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,076,Batman The Last Halloween,6,sequel,required,collect,owned,1,Batman row 7: Batman The Last Halloween #06 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,077,Batman The Last Halloween,7,sequel,required,collect,owned,1,Batman row 8: Batman The Last Halloween #07 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,078,Batman The Last Halloween,8,sequel,required,collect,owned,1,Batman row 9: Batman The Last Halloween #08 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,079,Batman The Last Halloween,9,sequel,required,collect,owned,1,Batman row 10: Batman The Last Halloween #09 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
long_halloween_family,Long Halloween Family,080,Batman The Last Halloween,10,sequel,required,collect,owned,1,Batman row 11: Batman The Last Halloween #10 (Yes),Original/Reprint Unknown,,confirm_format,https://en.wikipedia.org/wiki/Batman%3A_The_Long_Halloween,The Last Halloween sequel.
