item_id,item_name,item_type,parent_item_id,scope_id,scope_name,sequence,phase,series,issue_number,publication_id,publication_date,role,required_or_optional,reading_order_verified,owned,ownership_status,original_owned,facsimile_owned,edition_status,ordered,ordered_not_arrived,readable_via_collection,shopping_status,shopping_priority,source_url,source,confidence,source_table,notes
troika,Troika,crossover,knightfall_era,banner_core,Troika banner core,002,Troika,Batman,515,PUB-BAT-0515,,core,required,No,Yes,OWNED,No,No,OWNED - EDITION UNCLASSIFIED,No,No,No,OWNED,HIGH,https://en.wikipedia.org/wiki/List_of_Batman_comics,item_memberships.csv,verified,item_memberships.csv,Core Troika issue; sources differ on exact reading sequence.
troika,Troika,crossover,knightfall_era,banner_core,Troika banner core,003,Troika,Batman: Shadow of the Bat,35,PUB-SOTB-0035,,core,required,No,Yes,OWNED,No,No,OWNED - EDITION UNCLASSIFIED,No,No,No,OWNED,MEDIUM,https://en.wikipedia.org/wiki/List_of_Batman_comics,item_memberships.csv,verified,item_memberships.csv,Core Troika issue; sources differ on exact reading sequence.
troika,Troika,crossover,knightfall_era,banner_core,Troika banner core,004,Troika,Robin (Vol. 2),14,PUB-ROBIN-V2-0014,,core,required,No,Yes,OWNED,No,No,OWNED - EDITION UNCLASSIFIED,No,No,No,OWNED,LOW,https://en.wikipedia.org/wiki/List_of_Batman_comics,item_memberships.csv,verified,item_memberships.csv,Core Troika issue; sources differ on exact reading sequence.
troika,Troika,crossover,knightfall_era,collected_edition_scope,Troika collected edition scope,005,Troika,Nightwing: Alfred's Return,,PUB-NIGHTWING-ALFREDS-RETURN,,collected_context,optional,No,Yes,OWNED,No,No,OWNED - EDITION UNCLASSIFIED,No,No,No,OWNED,,https://en.wikipedia.org/wiki/List_of_Batman_comics,item_memberships.csv,verified,item_memberships.csv,Included in Batman: Troika collected edition and related publication lists.
troika,Troika,crossover,knightfall_era,collected_edition_scope,Troika collected edition scope,006,Troika,Vengeance of Bane,2,PUB-VENGEANCE-OF-BANE-0002,,collected_context,optional,No,Yes,OWNED,No,No,OWNED - EDITION UNCLASSIFIED,No,No,No,OWNED,,https://en.wikipedia.org/wiki/List_of_Batman_comics,item_memberships.csv,verified,item_memberships.csv,Included in Batman: Troika collected edition.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,001,Cataclysm,Detective Comics,719,PUB-DET-0719,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 1.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,002,Cataclysm,Batman: Shadow of the Bat,73,PUB-SOTB-0073,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,MEDIUM,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 2.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,003,Cataclysm,Batman,553,PUB-BAT-0553,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,HIGH,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 3.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,004,Cataclysm,Nightwing,19,PUB-NIGHTWING-0019,,core,required,Yes,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 4.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,005,Cataclysm,Azrael,40,PUB-AZRAEL-0040,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY IF CHEAP,LOW,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 5.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,006,Cataclysm,Detective Comics,720,PUB-DET-0720,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 6.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,007,Cataclysm,Catwoman (Vol. 2),56,PUB-CATWOMAN-V2-0056,,core,required,Yes,Yes,OWNED,No,No,OWNED - EDITION UNCLASSIFIED,No,No,No,OWNED,MEDIUM,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 7.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,008,Cataclysm,Catwoman (Vol. 2),57,PUB-CATWOMAN-V2-0057,,core,required,Yes,Yes,OWNED,No,No,OWNED - EDITION UNCLASSIFIED,No,No,No,OWNED,MEDIUM,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 8.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,009,Cataclysm,Robin (Vol. 2),52,PUB-ROBIN-V2-0052,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY IF CHEAP,LOW,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 9.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,010,Cataclysm,Batman: Blackgate - Isle of Men,1,PUB-BATMAN-BLACKGATE-ISLE-OF-MEN-0001,,core,required,Yes,Yes,OWNED,No,No,OWNED - EDITION UNCLASSIFIED,No,No,No,OWNED,,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 10.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,011,Cataclysm,Batman: Shadow of the Bat,74,PUB-SOTB-0074,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,MEDIUM,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 11.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,012,Cataclysm,Batman: Arkham Asylum - Tales of Madness,1,PUB-BATMAN-ARKHAM-ASYLUM-TALES-OF-MADNESS-0001,,core,required,Yes,Yes,OWNED,No,No,OWNED - EDITION UNCLASSIFIED,No,No,No,OWNED,,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 12.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,013,Cataclysm,The Batman Chronicles,12,PUB-BATMAN-CHRONICLES-0012,,core,required,Yes,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 13.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,014,Cataclysm,Nightwing,20,PUB-NIGHTWING-0020,,core,required,Yes,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 14.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,015,Cataclysm,Batman,554,PUB-BAT-0554,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,HIGH,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 15.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,016,Cataclysm,Batman/Huntress/Spoiler: Blunt Trauma,1,PUB-BATMAN-HUNTRESS-SPOILER-BLUNT-TRAUMA-0001,,core,required,Yes,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 16.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,017,Cataclysm,Detective Comics,721,PUB-DET-0721,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 17.
cataclysm,Batman: Cataclysm,crossover,no_mans_land_saga,core_18_chapter,Verified 18-chapter Cataclysm,018,Cataclysm,Robin (Vol. 2),53,PUB-ROBIN-V2-0053,,core,required,Yes,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY IF CHEAP,LOW,https://en.wikipedia.org/wiki/Batman%3A_Cataclysm,item_memberships.csv,verified,item_memberships.csv,Cataclysm chapter 18.
road_to_no_mans_land,Road to No Man's Land,crossover,no_mans_land_saga,complete_collected_scope,Road to No Man's Land complete collected scope,015,Road to No Man's Land,Batman: No Man's Land Secret Files and Origins,1,PUB-BATMAN-NML-SFO-0001,,prelude,required,No,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_memberships.csv,verified,item_memberships.csv,Membership verified from Road to No Man's Land Vol. 2 contents; exact inter-title reading order not asserted.
no_mans_land,Batman: No Man's Land,crossover,no_mans_land_saga,complete_crossover_scope,No Man's Land complete crossover scope,001,No Man's Land,Batman: No Man's Land,1,PUB-BATMAN-NML-0001,,core,required,No,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_memberships.csv,verified,item_memberships.csv,Membership verified from No Man's Land issue list/complete editions; exact inter-title reading order not asserted.
no_mans_land,Batman: No Man's Land,crossover,no_mans_land_saga,complete_crossover_scope,No Man's Land complete crossover scope,062,No Man's Land,Young Justice in No Man's Land,1,PUB-YOUNG-JUSTICE-NML-0001,,core,required,No,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_memberships.csv,verified,item_memberships.csv,Membership verified from No Man's Land issue list/complete editions; exact inter-title reading order not asserted.
no_mans_land,Batman: No Man's Land,crossover,no_mans_land_saga,complete_crossover_scope,No Man's Land complete crossover scope,064,No Man's Land,JLA,32,PUB-JLA-0032,,core,required,No,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_memberships.csv,verified,item_memberships.csv,Membership verified from No Man's Land issue list/complete editions; exact inter-title reading order not asserted.
no_mans_land,Batman: No Man's Land,crossover,no_mans_land_saga,complete_crossover_scope,No Man's Land complete crossover scope,068,No Man's Land,Batman: Harley Quinn,1,PUB-BATMAN-HARLEY-QUINN-0001,,core,required,No,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_memberships.csv,verified,item_memberships.csv,Membership verified from No Man's Land issue list/complete editions; exact inter-title reading order not asserted.
no_mans_land,Batman: No Man's Land,crossover,no_mans_land_saga,complete_crossover_scope,No Man's Land complete crossover scope,078,No Man's Land,Batman: No Man's Land Secret Files and Origins,1,PUB-BATMAN-NML-SFO-0001,,core,required,No,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_memberships.csv,verified,item_memberships.csv,Membership verified from No Man's Land issue list/complete editions; exact inter-title reading order not asserted.
no_mans_land,Batman: No Man's Land,crossover,no_mans_land_saga,complete_crossover_scope,No Man's Land complete crossover scope,085,No Man's Land,Batman: No Man's Land,0,PUB-BATMAN-NML-0000,,core,required,No,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_memberships.csv,verified,item_memberships.csv,Membership verified from No Man's Land issue list/complete editions; exact inter-title reading order not asserted.
no_mans_land,Batman: No Man's Land,crossover,no_mans_land_saga,complete_crossover_scope,No Man's Land complete crossover scope,086,No Man's Land,Batman: Day of Judgment,1,PUB-BATMAN-DAY-OF-JUDGMENT-0001,,core,required,No,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_memberships.csv,verified,item_memberships.csv,Also part of Day of Judgment; included in No Man's Land issue list.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,001,Aftershock,Batman,555,PUB-BAT-0555,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,HIGH,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,002,Aftershock,Batman,556,PUB-BAT-0556,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,HIGH,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,003,Aftershock,Batman,557,PUB-BAT-0557,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,HIGH,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,004,Aftershock,Batman,558,PUB-BAT-0558,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,HIGH,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,005,Aftershock,Batman,559,PUB-BAT-0559,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,HIGH,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,006,Aftershock,Batman: Shadow of the Bat,75,PUB-SOTB-0075,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,MEDIUM,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,007,Aftershock,Batman: Shadow of the Bat,76,PUB-SOTB-0076,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,MEDIUM,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,008,Aftershock,Batman: Shadow of the Bat,77,PUB-SOTB-0077,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,MEDIUM,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,009,Aftershock,Batman: Shadow of the Bat,78,PUB-SOTB-0078,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,MEDIUM,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,010,Aftershock,Batman: Shadow of the Bat,79,PUB-SOTB-0079,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,MEDIUM,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,011,Aftershock,Detective Comics,722,PUB-DET-0722,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,012,Aftershock,Detective Comics,724,PUB-DET-0724,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,013,Aftershock,Detective Comics,725,PUB-DET-0725,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,014,Aftershock,Detective Comics,726,PUB-DET-0726,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,015,Aftershock,Robin (Vol. 2),54,PUB-ROBIN-V2-0054,,aftermath,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY IF CHEAP,LOW,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
aftershock,Aftershock,crossover,no_mans_land_saga,collected_road_vol_1,Aftershock / Road Vol. 1 collected scope,016,Aftershock,The Batman Chronicles,14,PUB-BATMAN-CHRONICLES-0014,,aftermath,required,No,No,MISSING,No,No,,No,No,No,,,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,review,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 1 contents; exact Aftershock boundary remains review-grade.
road_to_no_mans_land,Road to No Man's Land,crossover,no_mans_land_saga,complete_collected_scope,Road to No Man's Land complete collected scope,001,Road to No Man's Land,Batman,560,PUB-BAT-0560,,prelude,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,HIGH,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,verified,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 2 contents; exact inter-title reading order not asserted.
road_to_no_mans_land,Road to No Man's Land,crossover,no_mans_land_saga,complete_collected_scope,Road to No Man's Land complete collected scope,002,Road to No Man's Land,Batman,561,PUB-BAT-0561,,prelude,required,No,No,MISSING,No,No,NO CONFIRMED FACSIMILE,No,No,No,BUY,HIGH,https://en.wikipedia.org/wiki/Batman%3A_No_Man%27s_Land,item_issue_ranges.csv,verified,item_issue_ranges.csv,Membership verified from Road to No Man's Land Vol. 2 contents; exact inter-title reading order not asserted.
