order_type,sequence,scope_id,item_id,work,issue_number,publication_id,role,continuity_status,continuity_confidence,source_url,notes
publication,056,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,7,PUB-DKIII-0007,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #7.
publication,057,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,8,PUB-DKIII-0008,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #8.
publication,058,core_batman_saga,dark_knight_master_race,Dark Knight III: The Master Race,9,PUB-DKIII-0009,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #9.
publication,060,complete_dkr_continuity,superman_year_one_dkr,Superman: Year One,1,PUB-SUPERMAN-YEAR-ONE-0001,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Same-universe per source; not Batman-centred core.
publication,061,complete_dkr_continuity,superman_year_one_dkr,Superman: Year One,2,PUB-SUPERMAN-YEAR-ONE-0002,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Same-universe per source; not Batman-centred core.
publication,062,complete_dkr_continuity,superman_year_one_dkr,Superman: Year One,3,PUB-SUPERMAN-YEAR-ONE-0003,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Same-universe per source; not Batman-centred core.
publication,070,core_batman_saga,dark_knight_golden_child,Dark Knight Returns: The Golden Child,1,PUB-DKR-GOLDEN-CHILD-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,One-shot after DKIII.
publication,100,extended_frank_miller_batman_chronology,dark_knight_returns,The Dark Knight Returns,1,PUB-DKR-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Published before Batman: Year One; included in cumulative Frank Miller Batman publication chronology.
publication,101,extended_frank_miller_batman_chronology,dark_knight_returns,The Dark Knight Returns,2,PUB-DKR-0002,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Published before Batman: Year One; included in cumulative Frank Miller Batman publication chronology.
publication,102,extended_frank_miller_batman_chronology,dark_knight_returns,The Dark Knight Returns,3,PUB-DKR-0003,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Published before Batman: Year One; included in cumulative Frank Miller Batman publication chronology.
publication,103,extended_frank_miller_batman_chronology,dark_knight_returns,The Dark Knight Returns,4,PUB-DKR-0004,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Published before Batman: Year One; included in cumulative Frank Miller Batman publication chronology.
publication,110,extended_frank_miller_batman_chronology,year_one,Batman: Year One,404,PUB-BAT-0404,origin,mainstream post-Crisis / Miller Batman chronology,review,https://en.wikipedia.org/wiki/Batman%3A_Year_One,Mainstream post-Crisis Batman origin by Frank Miller and David Mazzucchelli; included here without making it strict Core DKR Saga.
publication,111,extended_frank_miller_batman_chronology,year_one,Batman: Year One,405,PUB-BAT-0405,origin,mainstream post-Crisis / Miller Batman chronology,review,https://en.wikipedia.org/wiki/Batman%3A_Year_One,Mainstream post-Crisis Batman origin by Frank Miller and David Mazzucchelli; included here without making it strict Core DKR Saga.
publication,112,extended_frank_miller_batman_chronology,year_one,Batman: Year One,406,PUB-BAT-0406,origin,mainstream post-Crisis / Miller Batman chronology,review,https://en.wikipedia.org/wiki/Batman%3A_Year_One,Mainstream post-Crisis Batman origin by Frank Miller and David Mazzucchelli; included here without making it strict Core DKR Saga.
publication,113,extended_frank_miller_batman_chronology,year_one,Batman: Year One,407,PUB-BAT-0407,origin,mainstream post-Crisis / Miller Batman chronology,review,https://en.wikipedia.org/wiki/Batman%3A_Year_One,Mainstream post-Crisis Batman origin by Frank Miller and David Mazzucchelli; included here without making it strict Core DKR Saga.
publication,130,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,1,PUB-ASBAR-0001,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #1 of 10; narrative unfinished.
publication,131,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,2,PUB-ASBAR-0002,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #2 of 10; narrative unfinished.
publication,132,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,3,PUB-ASBAR-0003,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #3 of 10; narrative unfinished.
publication,133,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,4,PUB-ASBAR-0004,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #4 of 10; narrative unfinished.
publication,134,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,5,PUB-ASBAR-0005,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #5 of 10; narrative unfinished.
publication,135,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,6,PUB-ASBAR-0006,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #6 of 10; narrative unfinished.
publication,136,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,7,PUB-ASBAR-0007,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #7 of 10; narrative unfinished.
publication,137,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,8,PUB-ASBAR-0008,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #8 of 10; narrative unfinished.
publication,138,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,9,PUB-ASBAR-0009,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #9 of 10; narrative unfinished.
publication,139,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,10,PUB-ASBAR-0010,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published #10 of 10; planned completion unpublished.
publication,140,extended_frank_miller_batman_chronology,dark_knight_strikes_again,Batman: The Dark Knight Strikes Again,1,PUB-DK2-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,DK2 #1.
publication,141,extended_frank_miller_batman_chronology,dark_knight_strikes_again,Batman: The Dark Knight Strikes Again,2,PUB-DK2-0002,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,DK2 #2.
publication,142,extended_frank_miller_batman_chronology,dark_knight_strikes_again,Batman: The Dark Knight Strikes Again,3,PUB-DK2-0003,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,DK2 #3.
publication,150,extended_frank_miller_batman_chronology,dark_knight_last_crusade,Dark Knight Returns: The Last Crusade,1,PUB-DKR-LAST-CRUSADE-0001,prequel,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Prequel one-shot published after DK2.
publication,160,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,1,PUB-DKIII-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #1.
publication,161,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,2,PUB-DKIII-0002,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #2.
publication,162,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,3,PUB-DKIII-0003,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #3.
publication,163,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,4,PUB-DKIII-0004,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #4.
publication,164,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,5,PUB-DKIII-0005,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #5.
publication,165,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,6,PUB-DKIII-0006,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #6.
publication,166,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,7,PUB-DKIII-0007,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #7.
publication,167,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,8,PUB-DKIII-0008,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #8.
publication,168,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,9,PUB-DKIII-0009,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #9.
publication,170,extended_frank_miller_batman_chronology,superman_year_one_dkr,Superman: Year One,1,PUB-SUPERMAN-YEAR-ONE-0001,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Same-universe per source; exact placement relative to Batman early years is review-grade.
publication,171,extended_frank_miller_batman_chronology,superman_year_one_dkr,Superman: Year One,2,PUB-SUPERMAN-YEAR-ONE-0002,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Same-universe per source; exact placement relative to Batman early years is review-grade.
publication,172,extended_frank_miller_batman_chronology,superman_year_one_dkr,Superman: Year One,3,PUB-SUPERMAN-YEAR-ONE-0003,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Same-universe per source; exact placement relative to Batman early years is review-grade.
publication,180,extended_frank_miller_batman_chronology,dark_knight_golden_child,Dark Knight Returns: The Golden Child,1,PUB-DKR-GOLDEN-CHILD-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,One-shot after DKIII.
chronological,001,extended_frank_miller_batman_chronology,year_one,Batman: Year One,404,PUB-BAT-0404,origin,mainstream post-Crisis / Miller Batman chronology,review,https://en.wikipedia.org/wiki/Batman%3A_Year_One,Mainstream post-Crisis Batman origin; included in extended Frank Miller Batman chronology without forcing perfect DKR continuity consistency.
chronological,002,extended_frank_miller_batman_chronology,year_one,Batman: Year One,405,PUB-BAT-0405,origin,mainstream post-Crisis / Miller Batman chronology,review,https://en.wikipedia.org/wiki/Batman%3A_Year_One,Mainstream post-Crisis Batman origin; included in extended Frank Miller Batman chronology without forcing perfect DKR continuity consistency.
chronological,003,extended_frank_miller_batman_chronology,year_one,Batman: Year One,406,PUB-BAT-0406,origin,mainstream post-Crisis / Miller Batman chronology,review,https://en.wikipedia.org/wiki/Batman%3A_Year_One,Mainstream post-Crisis Batman origin; included in extended Frank Miller Batman chronology without forcing perfect DKR continuity consistency.
chronological,004,extended_frank_miller_batman_chronology,year_one,Batman: Year One,407,PUB-BAT-0407,origin,mainstream post-Crisis / Miller Batman chronology,review,https://en.wikipedia.org/wiki/Batman%3A_Year_One,Mainstream post-Crisis Batman origin; included in extended Frank Miller Batman chronology without forcing perfect DKR continuity consistency.
chronological,005,extended_frank_miller_batman_chronology,superman_year_one_dkr,Superman: Year One,1,PUB-SUPERMAN-YEAR-ONE-0001,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Superman origin placement is broadly before Batman's late-career DKR material; exact relationship to Batman Year One and ASBAR is review-grade.
chronological,006,extended_frank_miller_batman_chronology,superman_year_one_dkr,Superman: Year One,2,PUB-SUPERMAN-YEAR-ONE-0002,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Superman origin placement is broadly before Batman's late-career DKR material; exact relationship to Batman Year One and ASBAR is review-grade.
chronological,007,extended_frank_miller_batman_chronology,superman_year_one_dkr,Superman: Year One,3,PUB-SUPERMAN-YEAR-ONE-0003,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Superman origin placement is broadly before Batman's late-career DKR material; exact relationship to Batman Year One and ASBAR is review-grade.
chronological,010,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,1,PUB-ASBAR-0001,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson material; Miller-supported DKR relation but contradictions exist.
chronological,011,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,2,PUB-ASBAR-0002,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson material; Miller-supported DKR relation but contradictions exist.
chronological,012,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,3,PUB-ASBAR-0003,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson material; Miller-supported DKR relation but contradictions exist.
chronological,013,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,4,PUB-ASBAR-0004,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson material; Miller-supported DKR relation but contradictions exist.
chronological,014,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,5,PUB-ASBAR-0005,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson material; Miller-supported DKR relation but contradictions exist.
chronological,015,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,6,PUB-ASBAR-0006,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson material; Miller-supported DKR relation but contradictions exist.
chronological,016,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,7,PUB-ASBAR-0007,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson material; Miller-supported DKR relation but contradictions exist.
chronological,017,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,8,PUB-ASBAR-0008,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson material; Miller-supported DKR relation but contradictions exist.
chronological,018,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,9,PUB-ASBAR-0009,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Young Batman/Dick Grayson material; Miller-supported DKR relation but contradictions exist.
chronological,019,extended_frank_miller_batman_chronology,all_star_batman_robin,All Star Batman & Robin the Boy Wonder,10,PUB-ASBAR-0010,extended_related,unfinished extended continuity,review,https://en.wikipedia.org/wiki/All_Star_Batman_%26_Robin%2C_the_Boy_Wonder,Published run ends here; narrative unfinished.
chronological,020,extended_frank_miller_batman_chronology,dark_knight_last_crusade,Dark Knight Returns: The Last Crusade,1,PUB-DKR-LAST-CRUSADE-0001,prequel,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Takes place ten years before DKR.
chronological,030,extended_frank_miller_batman_chronology,dark_knight_returns,The Dark Knight Returns,1,PUB-DKR-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Original miniseries #1.
chronological,031,extended_frank_miller_batman_chronology,dark_knight_returns,The Dark Knight Returns,2,PUB-DKR-0002,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Original miniseries #2.
chronological,032,extended_frank_miller_batman_chronology,dark_knight_returns,The Dark Knight Returns,3,PUB-DKR-0003,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Original miniseries #3.
chronological,033,extended_frank_miller_batman_chronology,dark_knight_returns,The Dark Knight Returns,4,PUB-DKR-0004,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Original miniseries #4.
chronological,040,extended_frank_miller_batman_chronology,dark_knight_strikes_again,Batman: The Dark Knight Strikes Again,1,PUB-DK2-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,DK2 #1.
chronological,041,extended_frank_miller_batman_chronology,dark_knight_strikes_again,Batman: The Dark Knight Strikes Again,2,PUB-DK2-0002,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,DK2 #2.
chronological,042,extended_frank_miller_batman_chronology,dark_knight_strikes_again,Batman: The Dark Knight Strikes Again,3,PUB-DK2-0003,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,DK2 #3.
chronological,050,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,1,PUB-DKIII-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #1.
chronological,051,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,2,PUB-DKIII-0002,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #2.
chronological,052,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,3,PUB-DKIII-0003,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #3.
chronological,053,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,4,PUB-DKIII-0004,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #4.
chronological,054,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,5,PUB-DKIII-0005,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #5.
chronological,055,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,6,PUB-DKIII-0006,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #6.
chronological,056,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,7,PUB-DKIII-0007,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #7.
chronological,057,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,8,PUB-DKIII-0008,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #8.
chronological,058,extended_frank_miller_batman_chronology,dark_knight_master_race,Dark Knight III: The Master Race,9,PUB-DKIII-0009,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_III%3A_The_Master_Race,DKIII #9.
chronological,060,extended_frank_miller_batman_chronology,dark_knight_golden_child,Dark Knight Returns: The Golden Child,1,PUB-DKR-GOLDEN-CHILD-0001,core,core DKR continuity,verified,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Set three years after DKIII.
chronological,001,complete_dkr_continuity,superman_year_one_dkr,Superman: Year One,1,PUB-SUPERMAN-YEAR-ONE-0001,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Origin placement is broadly before Batman's late-career DKR material but exact relationship is review-grade.
chronological,002,complete_dkr_continuity,superman_year_one_dkr,Superman: Year One,2,PUB-SUPERMAN-YEAR-ONE-0002,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Origin placement is broadly before Batman's late-career DKR material but exact relationship is review-grade.
chronological,003,complete_dkr_continuity,superman_year_one_dkr,Superman: Year One,3,PUB-SUPERMAN-YEAR-ONE-0003,extended_continuity,extended DKR continuity,review,https://en.wikipedia.org/wiki/The_Dark_Knight_Returns,Origin placement is broadly before Batman's late-career DKR material but exact relationship is review-grade.
